,H_IDNUM1,GEREG,GESTFIPS,HRHTYPE,HEFAMINC,H_MONTH,H_YEAR,H_HHNUM,H_LIVQRT,H_RESPNM,H_TYPE,H_TELHHD,H_TELAVL,H_TELINT,H_TENURE,H1TENURE,H1LIVQRT,H1TELHHD,H1TELAVL,H1TELINT,H_NUMPER,H_HHTYPE,H_TYPEBC,GESTCEN,CARE_VAL,HALMVAL,HALM_YN,HCHAMP,HCSPVAL,HCSP_YN,HDISVAL,HDIS_YN,HDIVVAL,HDIV_YN,HEARNVAL,HEDVAL,HED_YN,HENGAST,HENGVAL,HFINVAL,HFIN_YN,HFLUNCH,HFLUNNO,HFOODMO,HFOODNO,HFOODSP,HFRVAL,HH5TO18,HHINC,HHI_YN,HHOTLUN,HHOTNO,HHPOS,HHSTATUS,HINC_FR,HINC_SE,HINC_UC,HINC_WC,HINC_WS,HINTVAL,HINT_YN,HLORENT,HMCAID,HMCARE,HNUMFAM,HOIVAL,HOI_YN,HOTHVAL,HPAWVAL,HPAW_YN,HPCTCUT,HPRES_MORT,HPROP_VAL,HPUBLIC,HRECORD,HRETVAL,HRET_YN,HRNTVAL,HRNT_YN,HRNUMWIC,HRPAIDCC,HRWICYN,HSEVAL,HSSIVAL,HSSI_YN,HSSVAL,HSS_YN,HSUP_WGT,HSURVAL,HSUR_YN,HTOP5PCT,HTOTVAL,HUCVAL,HUNDER15,HUNDER18,HUNITS,HVETVAL,HVET_YN,HWCVAL,HWSVAL,H_SEQ,I_CAREVAL,I_HENGAS,I_HENGVA,I_HFLUNC,I_HFLUNN,I_HFOODM,I_HFOODN,I_HFOODS,I_HHOTLU,I_HHOTNO,I_HLOREN,I_HPUBLI,I_HUNITS,I_PROPVAL,TCARE_VAL,THPROP_VAL,GTCBSA,GTCO,GTCBSAST,GTCBSASZ,GTCSA,GTMETSTA,GTINDVPC,H_MIS,H_IDNUM2,MMYY
693,030410394709937,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,0.0,2.0,7.0,408.0,1.0,0.0,1.0,5011.0,032017
694,107303553410898,1.0,34.0,7.0,1.0,3.0,2017.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,21.0,0.0,2.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5590.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5648709.0,0.0,2.0,2.0,5590.0,0.0,0.0,0.0,3.0,0.0,2.0,5590.0,0.0,691.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,31.0,2.0,7.0,408.0,1.0,0.0,1.0,5011.0,032017
695,303350513043446,1.0,34.0,1.0,13.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,24000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,13595.0,0.0,2.0,7.0,2.0,250000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13595.0,1.0,3148609.0,0.0,2.0,2.0,37595.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,24000.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,31.0,2.0,7.0,408.0,1.0,0.0,1.0,5011.0,032017
696,007094265301761,1.0,34.0,4.0,9.0,3.0,2017.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,600.0,1.0,0.0,2.0,0.0,2.0,31200.0,0.0,2.0,1.0,140.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,13.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,600.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,6900133.0,0.0,2.0,2.0,31800.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,31200.0,693.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,31.0,2.0,7.0,408.0,1.0,0.0,1.0,6111.0,032017
697,497770560961003,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,31.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
698,691447007530603,1.0,34.0,1.0,15.0,3.0,2017.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,50000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,21.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,169.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,169.0,0.0,2.0,9.0,1.0,300000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4235527.0,0.0,2.0,2.0,50169.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,50000.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35620.0,31.0,2.0,7.0,408.0,1.0,0.0,1.0,5011.0,032017
699,043545180404809,1.0,34.0,7.0,14.0,3.0,2017.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,7500.0,1.0,20000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2018.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,22718.0,0.0,2.0,8.0,2.0,180000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10000.0,1.0,5113672.0,0.0,2.0,2.0,42718.0,3200.0,0.0,0.0,4.0,0.0,2.0,0.0,20000.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,35.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
700,310004643631184,1.0,34.0,6.0,10.0,3.0,2017.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,15000.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.0,0.0,2.0,1.0,1.0,5000.0,1.0,41154.0,0.0,2.0,8.0,1.0,500000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,21144.0,1.0,5075372.0,0.0,2.0,2.0,41154.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,35.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
701,024204701170306,1.0,34.0,7.0,16.0,3.0,2017.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,7000.0,1.0,206000.0,6000.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2000.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,15000.0,0.0,2.0,20.0,1.0,180000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5000.0,0.0,2.0,0.0,2.0,3999521.0,0.0,2.0,1.0,221000.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,201000.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,35.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
702,808302923410053,1.0,34.0,3.0,15.0,3.0,2017.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,148000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,10001.0,0.0,2.0,18.0,1.0,320000.0,0.0,1.0,0.0,2.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3925990.0,0.0,2.0,2.0,158001.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,148000.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,37.0,2.0,7.0,408.0,1.0,0.0,1.0,5011.0,032017
703,043592180708400,1.0,34.0,4.0,12.0,3.0,2017.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,29000.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5277983.0,0.0,2.0,2.0,29000.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,29000.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
704,143471140602201,1.0,34.0,1.0,16.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,8000.0,1.0,300000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,41.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,162.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,8162.0,0.0,2.0,20.0,1.0,990000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4412126.0,0.0,2.0,1.0,308162.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,300000.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
705,410009503762804,1.0,34.0,1.0,12.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,20.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,35235.0,0.0,2.0,7.0,2.0,350000.0,0.0,1.0,2628.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,32587.0,1.0,4438308.0,0.0,2.0,2.0,35235.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
706,310004373574624,1.0,34.0,7.0,6.0,3.0,2017.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,4000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,27809.0,0.0,2.0,6.0,2.0,120000.0,0.0,1.0,9191.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16668.0,1.0,5219568.0,0.0,2.0,2.0,31809.0,1950.0,0.0,0.0,1.0,0.0,2.0,0.0,4000.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
707,305760519035470,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,6011.0,032017
708,038094531300171,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35620.0,39.0,2.0,7.0,408.0,1.0,0.0,1.0,5111.0,032017
709,704309634410283,1.0,34.0,7.0,10.0,3.0,2017.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1000.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,154.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,17290.0,0.0,2.0,3.0,1.0,125000.0,0.0,1.0,6276.0,1.0,-9999.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16859.0,1.0,5115344.0,3000.0,1.0,2.0,17290.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,5.0,2.0,7.0,428.0,1.0,0.0,1.0,5011.0,032017
710,944887101560302,1.0,34.0,1.0,15.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,6523.0,1.0,116000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,225.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,6748.0,0.0,2.0,17.0,1.0,280000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4234142.0,0.0,2.0,2.0,122748.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,116000.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,5.0,2.0,7.0,428.0,1.0,0.0,1.0,6011.0,032017
711,428210767221003,1.0,34.0,7.0,14.0,3.0,2017.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,20.0,1.0,25000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,223.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,12243.0,0.0,2.0,7.0,1.0,200000.0,0.0,1.0,0.0,2.0,12000.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4270070.0,0.0,2.0,2.0,37243.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25000.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,5.0,2.0,7.0,428.0,1.0,0.0,1.0,6011.0,032017
712,190313040044176,1.0,34.0,1.0,16.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,22.0,15600.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,146001.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,41.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,14459.0,0.0,2.0,19.0,1.0,250000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,14459.0,1.0,3875677.0,0.0,2.0,2.0,160460.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,146001.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,5.0,2.0,7.0,428.0,1.0,0.0,1.0,6011.0,032017
713,492860414651003,1.0,34.0,1.0,6.0,3.0,2017.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2000.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,451.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,107895.0,0.0,2.0,16.0,2.0,410000.0,0.0,1.0,74784.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,30660.0,1.0,4369439.0,0.0,2.0,2.0,107895.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37980.0,7.0,4.0,7.0,428.0,1.0,0.0,1.0,5011.0,032017
714,543869190301605,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,7.0,4.0,7.0,428.0,1.0,0.0,1.0,5011.0,032017
715,606301905410462,1.0,34.0,1.0,12.0,3.0,2017.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,900.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,37454.0,0.0,2.0,7.0,2.0,180000.0,0.0,1.0,1920.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,34634.0,1.0,4438308.0,0.0,2.0,2.0,37454.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,716.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37980.0,7.0,4.0,7.0,428.0,1.0,0.0,1.0,6011.0,032017
716,206300124410959,1.0,34.0,1.0,15.0,3.0,2017.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,22.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,5500.0,1.0,60000.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,27.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,16.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,5516.0,0.0,2.0,12.0,1.0,225000.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4519288.0,0.0,2.0,2.0,65516.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,60000.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,7.0,4.0,7.0,428.0,1.0,0.0,1.0,6011.0,032017
717,610009013405224,1.0,34.0,0.0,-1.0,3.0,2017.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37980.0,7.0,4.0,7.0,428.0,1.0,0.0,1.0,5111.0,032017
